"","Group","mean_Dist","max_Dist","min_Dist","n"
"1","Cactus Virus X",0.0398999676062176,0.14172448,0.00099108,386
"2","Cactus Virus X Variant A",0.0056915297826087,0.022794846,0.00099108,276
"3","Cactus Virus X Variant B",0.00776346216666667,0.011892963,0.004955401,6
"4","Opuntia Virus X",0.019821606,0.019821606,0.019821606,2
"5","Pitaya Virus X",0.00456998127083333,0.011892963,0.00099108,144
"6","Schlumbergera Virus X",0.0217046578666667,0.054509415,0.004955401,30
"7","Zygocactus Virus X Variant B1",0.024555783625,0.100099108,0.00099108,112
